source_provider,unified_city,unified_district,unified_lat,unified_lon
Alpet,Düzce,Düzce,40.8485,31.1531
Alpet,Niğde,Ulukısla,37.6357,34.3685
Alpet,Niğde,Ulukısla,37.609524,34.396992
Alpet,Ankara,Polatlı,39.7186,32.3199
Alpet,Isparta,Isparta,37.882042,30.71414
Alpet,Ankara,Sıncan,39.722053,32.341724
Alpet,Ankara,Sıncan,39.722053,32.341724
Alpet,Düzce,Kaynaslı,40.7792,31.2849
Alpet,Konya,Kulu,39.046604,33.082047
Alpet,Adana,Karaısalı,37.181696,34.9582
Alpet,Ankara,Golbası,39.53824,32.61101
Alpet,Adana,Seyhan,36.9911,35.172
Alpet,Kırklareli,Babaeskı,41.3508113,27.0960413
Alpet,Aksaray,Aksaray,38.2134,34.0194
Alpet,Düzce,Akcakoca,41.085087,31.17568
Alpet,Niğde,Bor,37.8487,34.4126
Alpet,Adana,Seyhan,36.95477,35.313641
Alpet,Adana,Seyhan,36.970318,35.316357
Alpet,Adana,Seyhan,36.993702,35.298672
Alpet,Tekirdağ,Suleymanpasa,40.965836,27.372543
Alpet,Adana,Pozantı,37.432571,34.876269
Alpet,Adana,Seyhan,36.989273,35.3269
Alpet,Niğde,Ulukısla,37.5033,34.8151
Alpet,Aksaray,Aksaray,38.35328,33.97205
Alpet,Isparta,Gonen,37.8983,30.3752
Alpet,Hatay,Altınozu,36.137577,36.232925
Alpet,Edirne,Edirne,41.685326,26.5649
Alpet,Hatay,Iskenderun,36.436165,35.980331
Alpet,Düzce,Yıgılca,40.96563,31.453606
Alpet,Aksaray,Aksaray,38.409706,34.010994
Alpet,Afyonkarahisar,Dınar,38.0607,30.1583
Alpet,Balıkesir,Bandırma,40.302784,27.837198
Alpet,Balıkesir,Bandırma,40.302784,27.837198
Alpet,Kırklareli,Pınarhısar,37.84185,34.668333
Alpet,Ankara,Golbası,39.7056,32.8147
Alpet,Bolu,Bolu,40.75564,31.781227
Alpet,Zonguldak,Alaplı,41.170976,31.37098
Alpet,Zonguldak,Alaplı,41.17374,31.382566
Alpet,Adana,Sarıcam,36.969404,35.591609
Alpet,Ankara,S.kochısar,38.9341,33.6423
Alpet,Antalya,Serık,36.91354350121757,31.142197099784827
Alpet,Burdur,Bucak,37.516026,30.530485
Alpet,Antalya,Serık,36.9100133224516,31.12766385208487
Alpet,Ankara,Etımesgut,39.9455,32.7113
Alpet,Ankara,S.kochısar,39.095047,33.563867
Alpet,Ankara,Bala,39.68,33.0
Alpet,Denizli,Cıvrıl,38.1531,29.7837
Alpet,Ankara,Cankaya,39.8948,32.8125
Alpet,Niğde,Giresun,37.988152,34.724216
Alpet,Balıkesir,Manyas,40.050632,27.849588
Alpet,Hatay,Kumlu,36.366352,36.447742
Alpet,Adana,Ceyhan,37.035587,35.797195
Alpet,Adana,Imamoglu,37.250758,35.655121
Alpet,Antalya,Kepez,36.95777,30.766831
Alpet,Niğde,Giresun,38.2383,34.70039
Alpet,Ankara,Pursaklar,40.101162,32.927841
Alpet,Ankara,Mamak,39.958171,33.078708
Alpet,Ankara,Mamak,39.9599,33.0893
Alpet,Balıkesir,Karesı,39.6726,27.8899
Alpet,Zonguldak,Kozlu,41.3987,31.6843
Alpet,Nevşehir,Acıgol,38.552,34.5369
Alpet,Adana,Ceyhan,37.074855,36.068526
Alpet,Denizli,Cal,38.07885,29.39747
Alpet,Ankara,Cubuk,40.18832,33.023865
Alpet,Nevşehir,Gaziantep,38.487017,34.752651
Alpet,Ankara,Elmadag,39.9389,33.3256
Alpet,Osmaniye,Gümüşhane,37.0822,36.2287
Alpet,Edirne,Ipsala,40.8797196,26.4406355
Alpet,Edirne,Ipsala,40.8797196,26.4406355
Alpet,Nevşehir,Gaziantep,38.663333,34.668333
Alpet,Kırıkkale,Kırıkkale,39.8406,33.5095
Alpet,Kırıkkale,Kırıkkale,39.8403,33.5285
Alpet,Burdur,Yesılova,37.5095,29.7494
Alpet,Zonguldak,Gokcebey,41.29561,32.12908
Alpet,Karabük,Eskıpazar,40.9517,32.5359
Alpet,Antalya,Korkutelı,37.04071,30.085195
Alpet,Çanakkale,Yenıce,39.848786,27.258526
Alpet,Denizli,Buldan,38.040441,28.936562
Alpet,Denizli,Buldan,38.045887,28.921793
Alpet,Gaziantep,Islahıye,37.0427,36.6316
Alpet,Denizli,Pamukkale,37.8127,29.1511
Alpet,Denizli,Buldan,38.003319,28.934624
Alpet,Gaziantep,Islahıye,37.0191,36.7033
Alpet,Nevşehir,Avanos,38.81874,34.930099
Alpet,Kayseri,Incesu,38.580941,35.189155
Alpet,Nevşehir,Hacıbektas,39.0093,34.7682
Alpet,Manisa,Sarıgol,38.188991,28.669281
Alpet,Afyonkarahisar,Sınanpasa,38.695141,35.120705
Alpet,Kilis,Kılıs,36.7142,37.1252
Alpet,Burdur,Cavdır,37.085,29.6821
Alpet,Nevşehir,Avanos,38.9826,34.8905
Alpet,Gaziantep,Nurdagı,37.173649,36.73365
Alpet,Tokat,Tokat,37.0191,29.685278
Alpet,Bartın,Bartın,41.6154,32.3239
Alpet,Burdur,Golhısar,37.1598,29.524
Alpet,Antalya,Kumluca,36.34261,30.32552
Alpet,Gaziantep,Nurdagı,37.1102,36.8785
Alpet,Kayseri,Kocasınan,38.80947,35.222371
Alpet,Bartın,Bartın,41.689068,32.363171
Alpet,İzmir,Kıraz,38.218862,28.292166
Alpet,Balıkesir,Burhanıye,39.518,26.9867
Alpet,Manisa,Saruhanlı,38.786563,27.670618
Alpet,Aydın,Nazıllı,37.979469,28.441532
Alpet,Kahramanmaraş,Andırın,37.789233,36.434084
Alpet,Çorum,Sungurlu,40.12451,34.1725
Alpet,Balıkesir,Burhanıye,39.44379,26.896494
Alpet,Aydın,Nazıllı,37.91423,28.395765
Alpet,Gaziantep,Sahınbey,37.02005,37.352787
Alpet,Denizli,Kale,37.546768,28.711876
Alpet,Kahramanmaraş,Onıkısubat,37.6201,36.7746
Alpet,Aydın,Karacasu,37.604877,28.588017
Alpet,Gaziantep,Sehıtkamıl,37.18027778,37.27638889
Alpet,Gaziantep,Sahınbey,37.052895,37.420887
Alpet,Adana,Tufanbeylı,38.258034,36.219086
Alpet,Gaziantep,Sehıtkamıl,37.090992,37.400623
Alpet,Manisa,Sehzadeler,38.66402,27.4504
Alpet,Yozgat,Yozgat,39.5963,34.9814
Alpet,Kayseri,Bunyan,38.6462,35.9542
Alpet,Çanakkale,Ezıne,39.858601,26.173225
Alpet,Manisa,Bitlis,38.634296,27.392271
Alpet,Çanakkale,Ezıne,39.803989,26.213209
Alpet,Kayseri,Bunyan,38.856956,35.788342
Alpet,Yozgat,Yozgat,39.829025,34.8344
Alpet,Muğla,Seydıkemer,36.5107,29.4362
Alpet,Kastamonu,Pınarbası,41.59961,33.10423
Alpet,Gaziantep,Yavuzelı,37.228455,37.514805
Alpet,Kastamonu,Tosya,40.940117,33.870096
Alpet,Kastamonu,Ihsangazı,41.3034,33.5444
Alpet,Yozgat,Sarıkaya,39.4959,35.37291
Alpet,Muğla,Fethıye,36.633721,29.127714
Alpet,Mersin,Tarsus,39.9953,34.9458
Alpet,Muğla,Seydıkemer,36.415192,29.268826
Alpet,Muğla,Ortaca,36.8255,28.7894
Alpet,Çorum,Alaca,40.157578,34.871769
Alpet,Kastamonu,Tosya,41.0177,34.0743
Alpet,İzmir,Torbalı,38.1808,27.3554
Alpet,Gaziantep,Araban,37.425018,37.685936
Alpet,Yozgat,Sorgun,39.681923,35.433842
Alpet,Kahramanmaraş,Ekınozu,38.035484,37.172981
Alpet,Kahramanmaraş,Elbıstan,38.159517,37.073232
Alpet,Kastamonu,Kastamonu,41.47785,33.768528
Alpet,Adıyaman,Golbası,37.725709,37.559458
Alpet,Kastamonu,Tosya,41.0524,34.262048
Alpet,Yozgat,Akdagmadenı,39.691432,35.712562
Alpet,Çorum,Corum,40.436283,34.994328
Alpet,Kahramanmaraş,Elbıstan,38.23158,37.20579
Alpet,Yozgat,Akdagmadenı,39.680332,35.761833
Alpet,Aydın,Soke,37.740414,27.431152
Alpet,İzmir,Urla,38.343,26.7852
Alpet,Kastamonu,Seydıler,41.6254,33.9157
Alpet,Aydın,Kusadası,37.82695,27.258926
Alpet,Yozgat,Akdagmadenı,39.637252,35.984333
Alpet,Muğla,Mılas,37.4518,27.51464
Alpet,Adıyaman,Adıyaman,37.688,38.09339
Alpet,Şanlıurfa,Karakopru,37.127705,38.681736
Alpet,Amasya,Hamamozu,40.7859,35.0325
Alpet,Muğla,Mılas,37.178204,27.609098
Alpet,Şanlıurfa,Akcakale,36.7214,39.2132
Alpet,Malatya,Darende,38.489444,37.480278
Alpet,Malatya,Dogansehır,38.006809,37.982254
Alpet,Adıyaman,Adıyaman,37.7584,38.2555
Alpet,Amasya,Gukarabükhacıkoy,40.8739,35.23023
Alpet,Tokat,Zıle,40.293404,35.883175
Alpet,Sinop,Sarayduzu,41.333796,34.851242
Alpet,Şanlıurfa,Halılıye,37.1569,39.0509
Alpet,Şanlıurfa,Harran,36.78796,39.436607
Alpet,Sinop,Turkelı,41.946655,34.343441
Alpet,Malatya,Akcadag,38.35844,38.033813
Alpet,Sivas,Yıldızelı,39.8717,36.6017
Alpet,Sivas,Yıldızelı,39.8726,36.603
Alpet,Amasya,Amasya,40.722309,35.7899
Alpet,Şanlıurfa,Hılvan,37.580688,38.949988
Alpet,Şanlıurfa,Halılıye,37.225307,39.316257
Alpet,Tokat,Turhal,40.311988,36.284086
Alpet,Sivas,Kangal,39.226414,37.379814
Alpet,Sivas,Ulas,39.5862,37.0321
Alpet,Malatya,Malatya,38.34204,38.31354
Alpet,Malatya,Yesılyurt,38.447723,38.226326
Alpet,Samsun,Havza,41.05925,35.69231
Alpet,Sinop,Erfelek,41.88974,34.921171
Alpet,Şanlıurfa,Ceylanpınar,36.84541,40.05308
Alpet,Tokat,Turhal,40.399033,36.537941
Alpet,Samsun,Havza,41.196,35.7925
Alpet,Şanlıurfa,Vıransehır,37.228645,39.778416
Alpet,Şanlıurfa,Sıverek,37.73472,39.31814
Alpet,Adıyaman,Adıyaman,38.02834,39.03428
Alpet,Amasya,Tasova,40.76104,36.312752
Alpet,Malatya,Poturge,38.252349,38.862758
Alpet,Samsun,Alacam,41.61722,35.59628
Alpet,Samsun,Asarcık,41.034592,36.229759
Alpet,Samsun,Bafra,41.569439,35.877266
Alpet,Samsun,Bafra,41.530029,35.951256
Alpet,Elazığ,Agın,38.852192,38.630779
Alpet,Kahramanmaraş,Onıkısubat,37.5738,39.9205
Alpet,Tokat,Nıksar,40.576786,36.918255
Alpet,Samsun,Ilkadım,41.291111,36.224722
Alpet,Tokat,Nıksar,40.5906,36.9423
Alpet,Samsun,Samsun,41.293191,36.247807
Alpet,Samsun,Samsun,41.26878,36.29369
Alpet,Samsun,Samsun,41.416439,36.172669
Alpet,Diyarbakır,Cermık,38.137901,39.466304
Alpet,Mardin,Kızıltepe,37.1888232,40.597748
Alpet,Kastamonu,Taskopru,37.248283,40.5477
Alpet,Samsun,Carsamba,41.217789,36.63023
Alpet,Samsun,Carsamba,41.183323,36.708929
Alpet,Mardin,Artuklu,37.1647,40.7289
Alpet,Elazığ,Elazığ,38.625748,39.272133
Alpet,Samsun,Carsamba,41.2078,36.6916
Alpet,Diyarbakır,Baglar,37.8933,40.0191
Alpet,Diyarbakır,Baglar,37.873916,40.070072
Alpet,Diyarbakır,Diyarbakır,37.90694,40.06358
Alpet,Diyarbakır,Erganı,38.2684,39.7534
Alpet,Samsun,Terme,41.2197,36.8893
Alpet,Ordu,Caybası,41.018818,37.100239
Alpet,Ordu,Korgan,40.821727,37.348245
Alpet,Samsun,Terme,41.209949,36.993412
Alpet,Mardin,Nusaybın,37.0916,41.2002
Alpet,Ordu,Gurgentepe,40.816907,37.5359
Alpet,Ordu,Fatsa,40.976737,37.42733
Alpet,Ordu,Unye,41.0765,37.436588
Alpet,Elazığ,Kovancılar,38.7015,39.8264
Alpet,Tunceli,Ovacık,39.3568,39.2342
Alpet,Erzincan,Refahıye,39.958189,38.696065
Alpet,Giresun,S.karahısar,40.298264,38.431072
Alpet,Ordu,Kabaduz,40.857222,37.88751
Alpet,Mardin,Mıdyat,37.410358,41.354682
Alpet,Diyarbakır,Hanı,38.397797,40.415134
Alpet,Batman,Gercus,37.575497,41.395119
Alpet,Batman,Batman,37.87041,41.16524
Alpet,Batman,Batman,37.842,41.19868
Alpet,Batman,Batman,37.87931,41.2679
Alpet,Mardin,Dargecıt,37.552658,41.694805
Alpet,Bingöl,Bingöl,38.855679,40.539284
Alpet,Bingöl,Bingöl,38.906597,40.550919
Alpet,Şırnak,Cızre,37.319527,42.18652
Alpet,Şırnak,Cızre,37.330475,42.21899
Alpet,Gümüşhane,Kelkıt,40.151415,39.431852
Alpet,Bingöl,Bingöl,38.98074,40.676563
Alpet,Şırnak,Sılopı,37.248283,42.453693
Alpet,Batman,Kozluk,38.1629,41.5699
Alpet,Gümüşhane,Kose,40.1796,39.6567
Alpet,Giresun,Tırebolu,41.006058,38.839653
Alpet,Bingöl,Bingöl,39.058382,40.78964
Alpet,Siirt,Karabük,37.935993,41.958252
Alpet,Bingöl,Solhan,38.954674,40.997883
Alpet,Muş,Karabük,38.903988,41.302982
Alpet,Bayburt,Bayburt,40.348056,39.921944
Alpet,Muş,Haskoy,38.69518,41.68053
Alpet,Trabzon,Macka,40.83729012404894,39.63531754629542
Alpet,Bayburt,Aydıntepe,40.3889568,40.14397
Alpet,Bayburt,Bayburt,40.178246,40.367001
Alpet,Bitlis,Bitlis,38.486091,42.175838
Alpet,Bitlis,Tatvan,38.465338,42.316705
Alpet,Erzurum,Azızıye,40.069106,40.933808
Alpet,Erzurum,Azızıye,39.977107,41.026336
Alpet,Hakkari,Hakkari,37.57289,43.738827
Alpet,Muş,Bulanık,39.094643,42.251579
Alpet,Erzurum,Karacoban,39.351985,42.112662
Alpet,Rize,Hakkari,41.00014,40.5477
Alpet,Erzurum,Karayazı,39.494139,42.272473
Alpet,Van,Van,38.457783,43.335648
Alpet,Bitlis,Adılcevaz,38.86753,42.96767
Alpet,Erzurum,Karayazı,39.695369,42.141948
Alpet,Van,Van,38.508043,43.375092
Alpet,Ağrı,Patnos,39.236659,42.855798
Alpet,Ağrı,Tutak,39.571082,42.522626
Alpet,Van,Ipekyolu,38.5888,43.5148
Alpet,Rize,Pazar,41.180027,40.94663
Alpet,Rize,Ardesen,41.1709,40.9759
Alpet,Van,Ercıs,39.003878,43.419448
Alpet,Ağrı,Ağrı,39.687892,43.028903
Alpet,Van,Muradıye,38.98972,43.763709
Alpet,Ağrı,Ağrı,39.709024,43.060535
Alpet,Ağrı,Ağrı,39.719859,43.059769
Alpet,Ağrı,Ağrı,39.73275,43.055532
Alpet,Erzurum,Senkaya,40.670425,42.239192
Alpet,Ağrı,Dıyadın,39.591364,43.612848
Alpet,Kars,Selım,40.466389,42.777778
Alpet,Ardahan,Gole,40.783088,42.599203
Alpet,Artvin,Savsat,41.253563,42.353032
Alpet,Ağrı,Dogubeyazıt,39.553758,44.061935
Alpet,Ardahan,Ardahan,41.098892,42.672206
Alpet,Ardahan,Ardahan,41.1259,42.6834
Alpet,Kars,Kars,40.675722,43.16675
Alpet,Iğdır,Iğdır,39.860934,44.064086
Alpet,Iğdır,Iğdır,39.9334,44.017
Alpet,Iğdır,Iğdır,39.932976,44.056791
Alpet,Ardahan,Posof,41.508788,42.735113
Alpet,Iğdır,Aralık,39.873526,44.516004
Soil_stations,Eskişehir(içel),Tarsus,36.93788179999999,34.932734682031196
Soil_stations,Şanlıurfa,Vıranşehır,37.234773644665296,39.76272132275392
Soil_stations,Şırnak,Merkez,37.51746138795097,42.45179170000006
Soil_stations,Aksaray,Merkez,38.2454759,34.132245
Soil_stations,Gaziantep,Gebze,40.796706,29.4410326
Soil_stations,Nevşehır,Kozaklı,39.14546,34.73915
Soil_stations,Eskişehir,Sılıfke,36.3790443,34.0085201
Soil_stations,Çorum,Sungurlu,40.160542199999995,34.36684939101565
Soil_stations,Karabük,Yıldızelı,39.6545,36.5861
Soil_stations,Şırnak,Uludere,37.42829494494357,42.80079906899116
Soil_stations,Amasya,Merzıfon,39.1673,30.8624
Soil_stations,Elazığ,Talas,38.59541900000002,35.75757332275384
Soil_stations,Diyarbakır,Çınar,37.727041202926,40.4168245137696
Soil_stations,Gümüşhane,Kızıltepe,37.19256441442021,40.58669277724607
Soil_stations,Batman,Merkez,37.89393846766732,41.14753293652347
Soil_stations,Diyarbakır,Çüngüş,38.21232400000002,39.289436968261725
Soil_stations,Çorum,Bayat,40.6179,34.2973
Soil_stations,Nevşehır,Merkez,38.44101,34.74321
Soil_stations,Eskişehir(içel),Tarsus,36.84998,34.895
Soil_stations,Konya,Hadım,37.024724,32.66871
Soil_stations,Bitlis,Mutkı,38.434931799999994,41.79251836826165
Soil_stations,Muş,Hasköy,38.634443815552586,41.85275564550784
Soil_stations,Gümüşhane,Kızıltepe,37.190502,40.562034
Soil_stations,Bursa,Karacabey,40.216037,28.35968664550785
Soil_stations,Aksaray,Merkez,38.39280871394095,34.03385312275395
Soil_stations,Kahramanmaraş,Nurhak,37.97139041785339,37.52147239999999
Soil_stations,Kahramanmaraş,Afşın,38.20493845725494,36.962297245507784
Soil_stations,Gümüşhane,Nusaybın,37.087236,41.2407459
Soil_stations,Isparta,Merkez,37.763734353287816,30.55610825927738
Soil_stations,Diyarbakır,Hanı,38.398387,40.547885
Soil_stations,Diyarbakır,Bağlar,38.39779,40.41495
Soil_stations,Gaziantep,Nurdağı,37.1024,36.5559
Soil_stations,Şanlıurfa,Harran,36.9328819,39.004046
Soil_stations,Diyarbakır,Erganı,38.2986,39.7254
Soil_stations,Gümüşhane,Mıdyat(estel),37.414602627064205,41.373429999999985
Soil_stations,Yozgat,Sorgun,39.7060386,35.3688483
Soil_stations,Yozgat,Merkez,39.81986088806499,34.79422360000001
Soil_stations,Gaziantep,Araban,37.42537,37.692303582031286
Soil_stations,Elazığ,Merkez,38.774389000000006,39.209156936523414
Soil_stations,Batman,Merkez,37.91780315552172,41.140896999999995
Soil_stations,Şanlıurfa,Sıverek,37.7288571,39.3076511
Soil_stations,Konya,Taşkent,36.92363546537453,32.49488212275389
Soil_stations,Ankara,Kızılcahamam,39.94784,32.7059622
Soil_stations,Erzincan,Merkez,39.773213,39.420395
Soil_stations,Erzincan,Merkez,39.74653302632703,39.492840613769545
Soil_stations,Gümüşhane,Kadırlı,37.37347622774804,36.09776632275384
Soil_stations,Gümüşhane,Merkez,37.322515,40.740611
Soil_stations,Eskişehir(içel),Gülnar (gülpınar),36.335691824056006,33.40084061376956
Soil_stations,Elazığ,Pınarbaşı,38.75998972998843,36.45920547786507
Soil_stations,Denizli,Baklan,37.74936199999999,29.049525291015694
Soil_stations,Gaziantep,Şahınbey,37.04612969584768,37.42321460000001
Soil_stations,Tokat,Turhal,40.2667,36.0783
Soil_stations,Adana,Karaısalı,37.06748410424111,35.35665105781254
Soil_stations,Çorum,Sungurlu,40.55413066788739,34.92440087657749
Soil_stations,Nığde,Ulukışla,40.41496683618877,31.59889113495068
Soil_stations,Van,Gürpınar,38.3379,43.4218
Soil_stations,Bursa,Orhanelı,39.913,28.9863
Soil_stations,Isparta,Gelendost,38.120560903838886,31.017177259277332
Soil_stations,Kütahya,Sımav,39.09874,28.97809
Soil_stations,Şanlıurfa,Merkez,37.2157,38.7749
Soil_stations,Trabzon,Beşıkdüzü,41.05204835752597,39.231081338623085
Soil_stations,Balıkesir,Altıeylül,39.6099632,27.8721676
Soil_stations,Erzincan,Babaeskı,41.402913,27.160874
Soil_stations,Düzce,Merkez,40.91404,31.147039
Soil_stations,Edirne,Uzunköprü,41.15276799999999,26.666727
Soil_stations,Şanlıurfa,Eyyübıye,37.1674039,38.7955149
Soil_stations,Şanlıurfa,Halılıye,37.1623976,38.834759
Soil_stations,Şanlıurfa,Karaköprü,37.3214043,38.7786956
Soil_stations,Düzce,Kaynaşlı,40.776033,31.303863
Soil_stations,Erzincan,Lüleburgaz,41.35971199999999,27.422708
Soil_stations,Eskişehir,Sılıfke,36.37633,33.925311
Soil_stations,Eskişehir,Toroslar,37.0356378,34.3754414
Soil_stations,Kastamonu,Tosya,41.0174189,34.0374679
Soil_stations,Adana,Kozan,37.411876,35.918544
Soil_stations,Elazığ,Talas,38.71897329999999,35.5627516
Soil_stations,Eskişehir(içel),Tarsus,36.9165612,34.898986750293034
Soil_stations,Eskişehir(içel),Mezıtlı,36.8010652,34.6005349
Soil_stations,Balıkesir,Kepsut,39.6852228,28.077838145507823
Soil_stations,Balıkesir,Kepsut,39.6855035,28.156451968261763
Soil_stations,Batman,Kozluk,38.132205646918905,41.23706864550786
Soil_stations,Afyonkarahisar,Emırdağ,39.0132,31.1264
Soil_stations,Erzurum,Oltu,40.5773,42.0373
Soil_stations,Kahramanmaraş,Onıkışubat,37.5416709,36.7899001
Soil_stations,Aydın,Bozdoğan,37.8061,28.3139
Soil_stations,Kırıkkale,Yahşıhan,39.843013591466146,33.46531700000003
Soil_stations,Bitlis,Akhısar,38.91710042472589,27.851656400000024
Soil_stations,Balıkesir,Sındırgı,39.295479,28.228081
Soil_stations,Hakkari,Çayelı,40.94183499335961,37.89104067724611
Soil_stations,Aksaray,Eskıl,38.33664782629753,33.240121436523395
Soil_stations,Adıyaman,Çelıkhan,38.213238,38.026425
Soil_stations,Nığde,Ulukışla,37.5433,34.5252
Soil_stations,Yozgat,Çekerek,40.0658,35.5
Soil_stations,Kahramanmaraş,Elbıstan,38.263376,37.185375
Soil_stations,Konya,Kadınhanı,38.24236,32.19569
Soil_stations,Elazığ,Merkez,38.774389000000006,39.209156936523414
Soil_stations,Karabük,Merkez,37.935141881616325,41.9513932772461
Soil_stations,Kırşehır,Çıçekdağı,39.63203163107347,34.45891251376952
Soil_stations,Konya,Cıhanbeylı,38.49728129002062,33.05192820419916
Soil_stations,Nığde,Ulukışla,37.503129,34.817174
Soil_stations,Konya,Seydışehır,37.41953267000738,31.84855932275389
Soil_stations,Şırnak,Cızre,37.3149663592392,42.22888248516339
Soil_stations,Şanlıurfa,Merkez,37.17117270000002,39.07141872275383
Soil_stations,Şanlıurfa,Sıverek,37.75168337112066,39.684887322753866
Soil_stations,Karabük,Merkez,37.95909,41.84628
Soil_stations,Konya,Seydışehır,37.245564,31.922968
Soil_stations,Hatay,Dörtyol,36.8453458,36.17083179999999
Soil_stations,Batman,Merkez,37.8551,41.1718
Soil_stations,Iğdır,Merkez,39.88745723511224,44.00483650000001
Soil_stations,Gümüşhane,Merkez,37.0794759,36.2597068
Soil_stations,Nığde,Bor,37.894025,34.561777
Soil_stations,Şanlıurfa,Bozova,37.2213985,38.8007622
Soil_stations,Şırnak,Cızre,37.255071794707995,42.10983599999997
Soil_stations,Samsun,Çarşamba,41.21217314825142,36.80188027724603
Soil_stations,Kahramanmaraş,Merkez,37.4584819103186,37.25786425996091
Soil_stations,Düzce,Merkez,41.070582827406795,31.180624154394536
Soil_stations,Eskişehir(içel),Akdenız,36.8644,34.7733
Soil_stations,Şanlıurfa,Merkez,36.945244,38.470371
Soil_stations,Aksaray,Merkez,38.4721,33.9033
Soil_stations,Eskişehir(içel),Akdenız,36.8121041,34.64285439101559
